"From.country","To.country","Jury.A","Jury.B","Jury.C","Jury.D","Jury.E","Jury.Rank","Televote.Rank","Jury.Points","Televote.Points"
"Georgia","Poland",25,9,11,17,24,20,7,NA,4
"Georgia","Australia",4,2,2,12,3,3,10,8,1
"Georgia","Cyprus",10,17,17,16,17,17,12,NA,NA
"Georgia","Serbia",11,16,16,10,10,11,23,NA,NA
"Georgia","Lithuania",6,8,6,13,6,6,6,5,5
"Georgia","Croatia",12,7,21,2,19,9,24,2,NA
"Georgia","Russia",21,18,19,24,23,23,3,NA,8
"Georgia","Spain",23,12,22,25,11,22,16,NA,NA
"Georgia","Latvia",5,5,7,5,5,4,5,7,6
"Georgia","Ukraine",2,1,1,7,1,1,2,12,10
"Georgia","Malta",20,4,18,23,16,18,25,NA,NA
"Georgia","Austria",22,25,25,21,18,25,17,NA,NA
"Georgia","United Kingdom",14,24,9,3,21,13,22,NA,NA
"Georgia","Armenia",13,6,15,18,22,16,1,NA,12
"Germany","Belgium",2,10,7,7,6,6,17,5,NA
"Germany","Czech Republic",22,21,21,22,22,22,24,NA,NA
"Germany","The Netherlands",11,6,13,4,4,7,8,4,3
"Germany","Azerbaijan",25,22,22,21,25,24,23,NA,NA
"Germany","Hungary",12,13,18,20,17,17,19,NA,NA
"Germany","Italy",13,7,11,8,11,8,10,3,1
"Germany","Israel",3,1,1,1,1,1,18,12,NA
"Germany","Bulgaria",14,11,17,13,19,14,7,NA,4
"Germany","Sweden",1,4,2,3,2,2,3,10,8
"Germany","France",8,19,24,18,18,20,13,NA,NA
"Germany","Poland",18,14,16,19,20,19,2,NA,10
"Germany","Australia",6,3,5,6,8,5,6,6,5
"Germany","Cyprus",20,25,25,24,24,25,11,NA,NA
"Germany","Serbia",16,18,23,25,23,21,21,NA,NA
"Germany","Lithuania",15,9,6,15,12,10,15,1,NA
"Germany","Croatia",5,12,15,11,16,12,22,NA,NA
"Germany","Russia",23,17,10,16,15,18,1,NA,12
"Germany","Spain",10,16,9,10,14,11,12,NA,NA
"Germany","Latvia",21,8,8,9,7,9,16,2,NA
"Germany","Ukraine",4,5,4,5,5,4,5,7,6
"Germany","Malta",24,24,20,23,21,23,25,NA,NA
"Germany","Georgia",7,2,3,2,3,3,14,8,NA
"Germany","Austria",19,20,14,14,10,16,4,NA,7
"Germany","United Kingdom",17,15,12,17,13,15,20,NA,NA
"Germany","Armenia",9,23,19,12,9,13,9,NA,2
"Greece","Belgium",19,26,23,26,10,24,13,NA,NA
"Greece","Czech Republic",20,6,24,23,19,18,26,NA,NA
"Greece","The Netherlands",2,20,12,12,18,13,18,NA,NA
"Greece","Azerbaijan",10,7,7,21,9,10,19,1,NA
"Greece","Hungary",11,4,14,13,8,8,9,3,2
"Greece","Italy",12,14,22,24,3,15,11,NA,NA
"Greece","Israel",15,23,21,20,17,22,23,NA,NA
"Greece","Bulgaria",13,8,9,14,13,11,4,NA,7
"Greece","Sweden",18,19,15,11,26,16,15,NA,NA
"Greece","Germany",22,22,25,25,24,26,24,NA,NA
"Greece","France",8,11,10,2,7,5,7,6,4
"Greece","Poland",25,24,26,15,15,25,8,NA,3
"Greece","Australia",6,5,3,3,14,4,6,7,5
"Greece","Cyprus",4,2,5,5,1,3,1,8,12
"Greece","Serbia",14,21,17,22,20,19,17,NA,NA
"Greece","Lithuania",23,16,16,16,23,20,20,NA,NA
"Greece","Croatia",24,15,18,18,25,23,25,NA,NA
"Greece","Russia",1,1,1,1,4,1,2,12,10
"Greece","Spain",16,17,20,17,21,17,14,NA,NA
"Greece","Latvia",17,18,19,19,22,21,16,NA,NA
"Greece","Ukraine",3,13,13,6,16,9,5,2,6
"Greece","Malta",9,9,8,10,6,7,22,4,NA
"Greece","Georgia",7,10,4,7,12,6,12,5,NA
"Greece","Austria",26,12,11,8,5,12,10,NA,1
"Greece","United Kingdom",21,25,6,9,11,14,21,NA,NA
"Greece","Armenia",5,3,2,4,2,2,3,10,8
"Hungary","Belgium",20,12,5,24,4,14,14,NA,NA
"Hungary","Czech Republic",7,17,6,21,1,9,18,2,NA
"Hungary","The Netherlands",6,5,7,16,8,5,9,6,2
"Hungary","Azerbaijan",5,13,1,18,5,4,16,7,NA
"Hungary","Italy",15,20,17,23,15,21,19,NA,NA
"Hungary","Israel",25,18,3,11,9,16,17,NA,NA
"Hungary","Bulgaria",23,14,16,20,20,22,7,NA,4
"Hungary","Sweden",8,21,4,12,3,7,4,4,7
"Hungary","Germany",10,24,9,19,10,17,13,NA,NA
"Hungary","France",14,19,10,22,19,20,10,NA,1
"Hungary","Poland",24,23,24,25,18,25,3,NA,8
"Hungary","Australia",4,8,2,1,2,1,8,12,3
"Hungary","Cyprus",13,11,11,13,17,15,6,NA,5
"Hungary","Serbia",19,22,23,17,25,24,24,NA,NA
"Hungary","Lithuania",1,16,8,10,16,8,23,3,NA
"Hungary","Croatia",17,7,12,14,24,18,21,NA,NA
"Hungary","Russia",12,10,21,8,14,13,2,NA,10
"Hungary","Spain",9,1,14,9,13,6,15,5,NA
"Hungary","Latvia",2,9,13,7,6,3,11,8,NA
"Hungary","Ukraine",18,4,15,6,21,12,1,NA,12
"Hungary","Malta",3,2,20,3,7,2,20,10,NA
"Hungary","Georgia",16,15,18,4,11,11,22,NA,NA
"Hungary","Austria",22,25,25,2,23,23,5,NA,6
"Hungary","United Kingdom",21,6,19,15,22,19,25,NA,NA
"Hungary","Armenia",11,3,22,5,12,10,12,1,NA
"Iceland","Belgium",12,11,4,12,12,8,8,3,3
"Iceland","Czech Republic",9,5,9,9,13,6,24,5,NA
"Iceland","The Netherlands",3,2,2,3,1,1,5,12,6
"Iceland","Azerbaijan",16,12,17,11,16,13,10,NA,1
"Iceland","Hungary",18,26,10,23,8,18,14,NA,NA
"Iceland","Italy",25,10,18,25,7,19,13,NA,NA
"Iceland","Israel",15,24,6,24,11,16,21,NA,NA
"Iceland","Bulgaria",22,18,14,7,23,17,12,NA,NA
"Iceland","Sweden",1,4,19,4,17,5,1,6,12
"Iceland","Germany",24,6,21,19,18,22,23,NA,NA
"Iceland","France",7,14,22,6,5,9,6,2,5
"Iceland","Poland",4,23,20,16,6,12,2,NA,10
"Iceland","Australia",2,1,5,2,2,2,3,10,8
"Iceland","Cyprus",19,22,16,22,9,21,16,NA,NA
"Iceland","Serbia",23,17,23,10,26,25,25,NA,NA
"Iceland","Lithuania",10,16,15,21,15,14,7,NA,4
"Iceland","Croatia",6,8,24,1,4,4,26,7,NA
"Iceland","Russia",5,3,3,8,19,3,4,8,7
"Iceland","Spain",14,21,1,26,24,20,15,NA,NA
"Iceland","Latvia",20,25,26,18,20,26,17,NA,NA
"Iceland","Ukraine",11,20,7,20,21,15,11,NA,NA
"Iceland","Malta",8,7,12,15,3,7,19,4,NA
"Iceland","Georgia",26,19,25,13,10,24,22,NA,NA
"Iceland","Austria",17,9,8,5,22,10,9,1,2
"Iceland","United Kingdom",13,15,11,14,14,11,20,NA,NA
"Iceland","Armenia",21,13,13,17,25,23,18,NA,NA
"Ireland","Belgium",1,1,3,2,5,1,13,12,NA
"Ireland","Czech Republic",12,15,14,9,11,9,23,2,NA
"Ireland","The Netherlands",3,3,1,4,16,3,14,8,NA
"Ireland","Azerbaijan",16,16,13,22,21,19,25,NA,NA
"Ireland","Hungary",18,17,25,19,23,26,15,NA,NA
"Ireland","Italy",5,2,20,5,7,5,16,6,NA
"Ireland","Israel",2,11,9,13,13,7,18,4,NA
"Ireland","Bulgaria",10,4,4,3,4,2,6,10,5
"Ireland","Sweden",22,5,12,7,2,6,9,5,2
"Ireland","Germany",26,14,15,24,10,21,20,NA,NA
"Ireland","France",4,13,7,17,17,8,12,3,NA
"Ireland","Poland",24,12,26,16,20,24,2,NA,10
"Ireland","Australia",23,22,2,8,8,12,5,NA,6
"Ireland","Cyprus",19,8,18,11,25,17,17,NA,NA
"Ireland","Serbia",9,9,19,20,18,16,26,NA,NA
"Ireland","Lithuania",11,26,16,6,14,14,1,NA,12
"Ireland","Croatia",17,19,10,21,22,20,24,NA,NA
"Ireland","Russia",8,21,17,12,26,18,3,NA,8
"Ireland","Spain",13,10,23,18,3,13,11,NA,NA
"Ireland","Latvia",15,25,8,14,1,10,4,1,7
"Ireland","Ukraine",25,24,5,15,6,15,7,NA,4
"Ireland","Malta",7,23,22,23,19,22,19,NA,NA
"Ireland","Georgia",20,18,6,10,9,11,22,NA,NA
"Ireland","Austria",21,6,24,26,24,25,10,NA,1
"Ireland","United Kingdom",6,7,11,1,12,4,8,7,3
"Ireland","Armenia",14,20,21,25,15,23,21,NA,NA
"Israel","Belgium",12,6,2,9,1,5,10,6,1
"Israel","Czech Republic",19,14,13,10,18,15,24,NA,NA
"Israel","The Netherlands",16,17,22,20,25,24,19,NA,NA
"Israel","Azerbaijan",11,16,9,25,10,14,9,NA,2
"Israel","Hungary",21,22,24,12,9,18,15,NA,NA
"Israel","Italy",10,8,25,6,11,11,13,NA,NA
"Israel","Bulgaria",7,5,7,5,6,4,4,7,7
"Israel","Sweden",14,24,21,22,19,23,17,NA,NA
"Israel","Germany",15,15,19,21,22,19,22,NA,NA
"Israel","France",4,9,3,3,3,3,1,8,12
"Israel","Poland",8,23,12,15,21,16,7,NA,4
"Israel","Australia",3,4,1,1,8,2,6,10,5
"Israel","Cyprus",25,19,23,23,17,25,12,NA,NA
"Israel","Serbia",23,18,16,24,12,21,21,NA,NA
"Israel","Lithuania",18,7,11,4,16,10,11,1,NA
"Israel","Croatia",2,21,15,8,7,8,23,3,NA
"Israel","Russia",5,20,17,7,20,13,2,NA,10
"Israel","Spain",6,12,8,14,13,7,14,4,NA
"Israel","Latvia",9,3,4,11,4,6,16,5,NA
"Israel","Ukraine",1,1,5,2,2,1,3,12,8
"Israel","Malta",20,13,14,13,24,17,25,NA,NA
"Israel","Georgia",22,10,10,16,5,12,20,NA,NA
"Israel","Austria",24,11,20,17,23,22,8,NA,3
"Israel","United Kingdom",17,25,18,18,14,20,18,NA,NA
"Israel","Armenia",13,2,6,19,15,9,5,2,6
"Italy","Belgium",15,19,7,11,10,11,18,NA,NA
"Italy","Czech Republic",23,18,25,22,13,24,24,NA,NA
"Italy","The Netherlands",14,5,5,10,4,7,19,4,NA
"Italy","Azerbaijan",22,21,15,21,22,25,23,NA,NA
"Italy","Hungary",21,22,16,13,23,20,15,NA,NA
"Italy","Israel",6,9,6,5,1,3,17,8,NA
"Italy","Bulgaria",9,15,17,18,15,14,4,NA,7
"Italy","Sweden",24,4,11,6,5,9,16,2,NA
"Italy","Germany",10,11,12,19,24,15,21,NA,NA
"Italy","France",1,1,18,2,6,4,6,7,5
"Italy","Poland",20,14,24,25,11,19,2,NA,10
"Italy","Australia",3,8,8,9,2,5,11,6,NA
"Italy","Cyprus",16,23,3,8,8,10,5,1,6
"Italy","Serbia",13,20,20,23,21,21,7,NA,4
"Italy","Lithuania",17,24,14,16,7,16,9,NA,2
"Italy","Croatia",8,13,21,12,25,17,22,NA,NA
"Italy","Russia",25,3,23,17,12,18,3,NA,8
"Italy","Spain",5,6,1,1,9,1,13,12,NA
"Italy","Latvia",11,12,9,20,14,13,14,NA,NA
"Italy","Ukraine",4,7,4,7,3,2,1,10,12
"Italy","Malta",2,2,10,3,18,6,20,5,NA
"Italy","Georgia",7,16,2,4,20,8,8,3,3
"Italy","Austria",19,25,22,15,17,23,12,NA,NA
"Italy","United Kingdom",12,10,13,14,16,12,25,NA,NA
"Italy","Armenia",18,17,19,24,19,22,10,NA,1
"Latvia","Belgium",25,5,19,17,10,14,15,NA,NA
"Latvia","Czech Republic",12,15,21,15,17,18,24,NA,NA
"Latvia","The Netherlands",5,12,16,10,6,8,16,3,NA
"Latvia","Azerbaijan",10,20,24,19,21,22,8,NA,3
"Latvia","Hungary",11,19,14,18,25,20,13,NA,NA
"Latvia","Italy",17,16,17,23,12,19,19,NA,NA
"Latvia","Israel",8,11,13,11,7,9,20,2,NA
"Latvia","Bulgaria",22,9,12,6,3,10,10,1,1
"Latvia","Sweden",3,4,2,3,8,3,4,8,7
"Latvia","Germany",23,25,23,22,24,25,18,NA,NA
"Latvia","France",18,14,18,20,19,21,11,NA,NA
"Latvia","Poland",20,24,25,25,15,24,6,NA,5
"Latvia","Australia",7,6,10,16,5,6,5,5,6
"Latvia","Cyprus",13,18,20,12,13,15,12,NA,NA
"Latvia","Serbia",9,23,11,8,23,13,25,NA,NA
"Latvia","Lithuania",6,2,3,2,1,2,3,10,8
"Latvia","Croatia",19,22,9,5,22,16,22,NA,NA
"Latvia","Russia",4,8,5,14,2,4,1,7,12
"Latvia","Spain",24,10,4,21,9,12,17,NA,NA
"Latvia","Ukraine",2,1,1,1,4,1,2,12,10
"Latvia","Malta",14,7,6,7,14,7,23,4,NA
"Latvia","Georgia",21,3,7,4,20,11,9,NA,2
"Latvia","Austria",16,21,22,24,16,23,7,NA,4
"Latvia","United Kingdom",15,17,15,13,18,17,21,NA,NA
"Latvia","Armenia",1,13,8,9,11,5,14,6,NA
"Lithuania","Belgium",7,7,6,7,4,6,13,5,NA
"Lithuania","Czech Republic",8,15,24,18,15,17,24,NA,NA
"Lithuania","The Netherlands",22,16,10,17,13,15,17,NA,NA
"Lithuania","Azerbaijan",11,24,23,19,9,20,18,NA,NA
"Lithuania","Hungary",23,11,8,20,23,19,9,NA,2
"Lithuania","Italy",13,8,15,21,6,11,15,NA,NA
"Lithuania","Israel",5,6,5,6,7,5,19,6,NA
"Lithuania","Bulgaria",9,12,22,8,8,9,11,2,NA
"Lithuania","Sweden",20,9,11,22,16,14,4,NA,7
"Lithuania","Germany",16,13,12,15,11,12,21,NA,NA
"Lithuania","France",14,20,13,5,10,10,8,1,3
"Lithuania","Poland",6,19,9,11,14,8,5,3,6
"Lithuania","Australia",1,2,2,1,1,1,6,12,5
"Lithuania","Cyprus",24,21,14,23,24,24,14,NA,NA
"Lithuania","Serbia",17,14,21,16,12,18,25,NA,NA
"Lithuania","Croatia",18,22,16,12,25,22,23,NA,NA
"Lithuania","Russia",25,25,25,25,22,25,3,NA,8
"Lithuania","Spain",15,18,17,9,21,16,16,NA,NA
"Lithuania","Latvia",4,3,4,3,5,4,1,7,12
"Lithuania","Ukraine",3,1,3,4,2,3,2,8,10
"Lithuania","Malta",12,10,18,13,20,13,22,NA,NA
"Lithuania","Georgia",2,4,1,2,3,2,7,10,4
"Lithuania","Austria",19,23,19,24,19,23,10,NA,1
"Lithuania","United Kingdom",21,17,20,14,18,21,20,NA,NA
"Lithuania","Armenia",10,5,7,10,17,7,12,4,NA
"Malta","Belgium",16,13,17,24,21,20,17,NA,NA
"Malta","Czech Republic",18,16,20,10,17,16,24,NA,NA
"Malta","The Netherlands",13,11,15,25,20,17,8,NA,3
"Malta","Azerbaijan",20,9,21,19,8,11,5,NA,6
"Malta","Hungary",19,15,12,16,19,14,6,NA,5
"Malta","Italy",5,4,4,3,5,3,4,8,7
"Malta","Israel",10,14,8,12,11,10,18,1,NA
"Malta","Bulgaria",1,5,6,1,7,2,3,10,8
"Malta","Sweden",11,12,22,22,18,18,11,NA,NA
"Malta","Germany",24,17,16,17,25,22,22,NA,NA
"Malta","France",4,7,1,8,4,5,9,6,2
"Malta","Poland",25,21,24,18,24,25,13,NA,NA
"Malta","Australia",6,10,9,7,6,8,1,3,12
"Malta","Cyprus",12,3,7,2,2,6,12,5,NA
"Malta","Serbia",15,19,23,15,16,19,21,NA,NA
"Malta","Lithuania",14,22,14,20,9,13,16,NA,NA
"Malta","Croatia",21,18,25,21,15,23,25,NA,NA
"Malta","Russia",3,8,5,5,13,7,2,4,10
"Malta","Spain",9,6,10,9,10,9,20,2,NA
"Malta","Latvia",22,20,13,14,12,15,19,NA,NA
"Malta","Ukraine",23,25,18,23,14,24,7,NA,4
"Malta","Georgia",17,24,19,11,22,21,23,NA,NA
"Malta","Austria",7,23,11,13,23,12,15,NA,NA
"Malta","United Kingdom",2,1,2,4,1,1,10,12,1
"Malta","Armenia",8,2,3,6,3,4,14,7,NA
"Moldova","Belgium",22,8,16,16,19,16,15,NA,NA
"Moldova","Czech Republic",13,26,6,6,12,12,26,NA,NA
"Moldova","The Netherlands",18,11,19,22,20,19,25,NA,NA
"Moldova","Azerbaijan",19,25,26,25,24,26,3,NA,8
"Moldova","Hungary",14,17,24,21,16,21,11,NA,NA
"Moldova","Italy",8,22,20,20,21,20,13,NA,NA
"Moldova","Israel",9,18,18,19,15,15,21,NA,NA
"Moldova","Bulgaria",24,21,23,14,22,23,9,NA,2
"Moldova","Sweden",4,9,5,5,7,5,12,6,NA
"Moldova","Germany",20,24,13,23,23,22,18,NA,NA
"Moldova","France",23,7,14,24,17,17,5,NA,6
"Moldova","Poland",21,20,22,26,18,24,14,NA,NA
"Moldova","Australia",1,2,1,3,3,2,6,10,5
"Moldova","Cyprus",16,12,11,7,5,9,16,2,NA
"Moldova","Serbia",25,13,4,15,10,13,22,NA,NA
"Moldova","Lithuania",6,6,12,8,11,7,8,4,3
"Moldova","Croatia",15,15,15,2,8,10,24,1,NA
"Moldova","Russia",3,3,10,9,4,4,1,7,12
"Moldova","Spain",12,4,3,4,6,3,17,8,NA
"Moldova","Latvia",17,16,21,10,14,14,10,NA,1
"Moldova","Ukraine",2,1,2,1,1,1,2,12,10
"Moldova","Malta",7,10,9,13,9,8,19,3,NA
"Moldova","Georgia",26,23,25,12,26,25,23,NA,NA
"Moldova","Austria",11,19,17,17,25,18,7,NA,4
"Moldova","United Kingdom",10,14,7,18,13,11,20,NA,NA
"Moldova","Armenia",5,5,8,11,2,6,4,5,7
"Montenegro","Belgium",22,5,11,11,5,8,16,3,NA
"Montenegro","Czech Republic",16,19,14,14,18,16,26,NA,NA
"Montenegro","The Netherlands",18,8,26,21,20,22,23,NA,NA
"Montenegro","Azerbaijan",6,22,13,15,24,15,4,NA,7
"Montenegro","Hungary",4,7,3,3,14,4,8,7,3
"Montenegro","Italy",12,18,25,20,15,20,7,NA,4
"Montenegro","Israel",11,9,24,18,9,12,20,NA,NA
"Montenegro","Bulgaria",5,11,12,19,11,9,6,2,5
"Montenegro","Sweden",26,21,23,26,17,25,15,NA,NA
"Montenegro","Germany",25,25,22,25,25,26,24,NA,NA
"Montenegro","France",15,4,7,8,6,6,10,5,1
"Montenegro","Poland",9,20,8,10,12,10,21,1,NA
"Montenegro","Australia",10,10,6,9,7,7,13,4,NA
"Montenegro","Cyprus",19,6,21,24,4,13,12,NA,NA
"Montenegro","Serbia",7,12,5,5,8,5,1,6,12
"Montenegro","Lithuania",21,17,20,12,16,18,9,NA,2
"Montenegro","Croatia",13,23,10,6,22,14,5,NA,6
"Montenegro","Russia",3,3,1,4,2,3,2,8,10
"Montenegro","Spain",24,16,19,17,10,19,19,NA,NA
"Montenegro","Latvia",17,24,18,13,23,23,14,NA,NA
"Montenegro","Ukraine",8,15,17,7,19,11,3,NA,8
"Montenegro","Malta",2,2,2,2,1,1,18,12,NA
"Montenegro","Georgia",20,13,16,23,21,21,22,NA,NA
"Montenegro","Austria",14,26,9,22,26,24,17,NA,NA
"Montenegro","United Kingdom",23,14,15,16,13,17,25,NA,NA
"Montenegro","Armenia",1,1,4,1,3,2,11,10,NA
"Norway","Belgium",8,9,1,8,12,6,9,5,2
"Norway","Czech Republic",12,11,13,14,5,11,26,NA,NA
"Norway","The Netherlands",4,7,5,2,10,5,11,6,NA
"Norway","Azerbaijan",14,8,16,18,20,17,22,NA,NA
"Norway","Hungary",26,25,26,26,17,25,17,NA,NA
"Norway","Italy",2,3,2,1,6,1,14,12,NA
"Norway","Israel",15,5,6,11,15,8,18,3,NA
"Norway","Bulgaria",1,2,7,15,1,3,6,8,5
"Norway","Sweden",13,6,11,12,14,12,4,NA,7
"Norway","Germany",23,20,23,23,22,23,19,NA,NA
"Norway","France",11,12,21,6,19,14,10,NA,1
"Norway","Poland",3,13,15,17,7,10,2,1,10
"Norway","Australia",5,10,3,3,4,2,3,10,8
"Norway","Cyprus",22,23,24,25,25,24,15,NA,NA
"Norway","Serbia",24,19,20,24,18,22,23,NA,NA
"Norway","Lithuania",6,17,4,4,24,9,1,2,12
"Norway","Croatia",18,18,18,13,8,16,25,NA,NA
"Norway","Russia",19,1,17,10,11,13,5,NA,6
"Norway","Spain",7,4,9,5,3,4,13,7,NA
"Norway","Latvia",17,15,19,19,16,19,8,NA,3
"Norway","Ukraine",9,21,10,9,2,7,7,4,4
"Norway","Malta",16,16,14,21,23,21,24,NA,NA
"Norway","Georgia",20,24,12,22,9,20,20,NA,NA
"Norway","Austria",21,14,22,7,21,18,12,NA,NA
"Norway","United Kingdom",10,22,8,16,13,15,16,NA,NA
"Norway","Armenia",25,26,25,20,26,26,21,NA,NA
"Poland","Belgium",11,14,17,9,21,16,14,NA,NA
"Poland","Czech Republic",5,11,21,10,7,7,19,4,NA
"Poland","The Netherlands",10,22,15,7,22,17,17,NA,NA
"Poland","Azerbaijan",14,20,24,14,20,22,20,NA,NA
"Poland","Hungary",22,19,6,20,10,18,5,NA,6
"Poland","Italy",17,9,13,17,12,15,16,NA,NA
"Poland","Israel",3,10,8,2,18,4,18,7,NA
"Poland","Bulgaria",9,18,16,8,6,8,8,3,3
"Poland","Sweden",18,4,5,22,15,12,2,NA,10
"Poland","Germany",23,8,23,21,13,21,21,NA,NA
"Poland","France",13,23,9,12,4,10,15,1,NA
"Poland","Australia",2,2,4,3,2,2,4,10,7
"Poland","Cyprus",25,24,12,24,23,25,10,NA,1
"Poland","Serbia",20,16,14,16,14,19,25,NA,NA
"Poland","Lithuania",4,7,19,5,24,9,11,2,NA
"Poland","Croatia",21,17,20,23,16,23,24,NA,NA
"Poland","Russia",19,3,7,18,17,13,3,NA,8
"Poland","Spain",12,13,3,19,3,6,12,5,NA
"Poland","Latvia",7,12,10,4,11,5,6,6,5
"Poland","Ukraine",1,1,1,1,1,1,1,12,12
"Poland","Malta",16,21,22,13,9,20,23,NA,NA
"Poland","Georgia",15,5,2,11,8,3,13,8,NA
"Poland","Austria",24,6,25,25,25,24,7,NA,4
"Poland","United Kingdom",6,25,11,6,19,14,22,NA,NA
"Poland","Armenia",8,15,18,15,5,11,9,NA,2
"Russia","Belgium",22,23,22,4,13,20,22,NA,NA
"Russia","Czech Republic",18,22,5,13,14,14,23,NA,NA
"Russia","The Netherlands",8,5,24,18,15,12,20,NA,NA
"Russia","Azerbaijan",2,2,3,3,1,2,5,10,6
"Russia","Hungary",12,15,12,19,2,10,12,1,NA
"Russia","Italy",20,8,13,8,12,11,14,NA,NA
"Russia","Israel",23,24,25,24,22,25,17,NA,NA
"Russia","Bulgaria",13,16,15,21,19,21,11,NA,NA
"Russia","Sweden",14,17,7,14,20,15,9,NA,2
"Russia","Germany",15,13,14,15,21,18,21,NA,NA
"Russia","France",5,9,4,10,6,4,8,7,3
"Russia","Poland",10,25,23,25,24,23,6,NA,5
"Russia","Australia",24,6,10,9,8,9,7,2,4
"Russia","Cyprus",4,7,11,12,10,7,4,4,7
"Russia","Serbia",19,21,20,20,23,22,16,NA,NA
"Russia","Lithuania",11,3,19,22,16,13,18,NA,NA
"Russia","Croatia",17,18,18,11,11,16,24,NA,NA
"Russia","Spain",16,19,6,17,18,17,15,NA,NA
"Russia","Latvia",7,20,9,5,5,8,10,3,1
"Russia","Ukraine",25,14,21,23,25,24,2,NA,10
"Russia","Malta",1,12,2,2,4,3,19,8,NA
"Russia","Georgia",9,4,16,7,7,6,13,5,NA
"Russia","Austria",21,11,17,16,17,19,3,NA,8
"Russia","United Kingdom",6,10,8,6,9,5,25,6,NA
"Russia","Armenia",3,1,1,1,3,1,1,12,12
"San Marino","Belgium",26,12,8,8,21,16,20,NA,NA
"San Marino","Czech Republic",25,5,2,17,22,14,24,NA,NA
"San Marino","The Netherlands",18,2,3,2,23,7,17,4,NA
"San Marino","Azerbaijan",23,20,15,18,20,24,12,NA,NA
"San Marino","Hungary",10,15,6,16,19,9,10,2,1
"San Marino","Italy",9,1,7,1,17,2,13,10,NA
"San Marino","Israel",12,14,17,15,24,21,21,NA,NA
"San Marino","Bulgaria",16,24,19,3,16,17,8,NA,3
"San Marino","Sweden",20,22,20,19,15,25,7,NA,4
"San Marino","Germany",14,19,21,13,25,23,22,NA,NA
"San Marino","France",8,16,22,5,18,13,14,NA,NA
"San Marino","Poland",21,9,23,21,26,26,4,NA,7
"San Marino","Australia",5,13,24,12,14,12,6,NA,5
"San Marino","Cyprus",4,6,12,11,13,6,15,5,NA
"San Marino","Serbia",15,17,26,14,12,22,25,NA,NA
"San Marino","Lithuania",7,26,14,24,11,20,3,NA,8
"San Marino","Croatia",19,4,18,23,9,15,26,NA,NA
"San Marino","Russia",2,23,4,4,10,4,2,7,10
"San Marino","Spain",6,21,9,22,8,11,19,NA,NA
"San Marino","Latvia",24,25,13,9,7,19,5,NA,6
"San Marino","Ukraine",3,3,1,6,1,1,1,12,12
"San Marino","Malta",22,18,10,7,6,8,23,3,NA
"San Marino","Georgia",1,8,11,20,4,5,18,6,NA
"San Marino","Austria",13,10,16,25,2,10,11,1,NA
"San Marino","United Kingdom",11,11,5,10,5,3,16,8,NA
"San Marino","Armenia",17,7,25,26,3,18,9,NA,2
"Serbia","Belgium",23,10,10,12,7,13,6,NA,5
"Serbia","Czech Republic",17,19,17,23,22,21,24,NA,NA
"Serbia","The Netherlands",10,5,9,13,6,6,18,5,NA
"Serbia","Azerbaijan",11,16,15,22,21,17,21,NA,NA
"Serbia","Hungary",20,21,18,21,20,22,2,NA,10
"Serbia","Italy",14,12,11,4,19,12,15,NA,NA
"Serbia","Israel",8,2,2,14,5,4,16,7,NA
"Serbia","Bulgaria",6,14,4,8,14,7,3,4,8
"Serbia","Sweden",22,22,24,20,24,25,10,NA,1
"Serbia","Germany",24,23,19,15,23,23,23,NA,NA
"Serbia","France",19,18,22,16,13,19,12,NA,NA
"Serbia","Poland",9,15,16,9,10,11,13,NA,NA
"Serbia","Australia",3,6,8,7,8,5,5,6,6
"Serbia","Cyprus",12,20,23,19,17,20,8,NA,3
"Serbia","Lithuania",7,8,7,3,2,3,20,8,NA
"Serbia","Croatia",15,24,13,24,11,18,7,NA,4
"Serbia","Russia",13,11,6,11,15,10,1,1,12
"Serbia","Spain",4,17,20,10,16,15,14,NA,NA
"Serbia","Latvia",16,13,5,17,12,14,19,NA,NA
"Serbia","Ukraine",1,1,3,1,1,1,4,12,7
"Serbia","Malta",2,3,1,2,3,2,22,10,NA
"Serbia","Georgia",25,9,21,5,18,16,17,NA,NA
"Serbia","Austria",18,25,25,18,25,24,11,NA,NA
"Serbia","United Kingdom",5,4,12,25,9,9,25,2,NA
"Serbia","Armenia",21,7,14,6,4,8,9,3,2
"Slovenia","Belgium",7,3,2,3,10,3,11,8,NA
"Slovenia","Czech Republic",26,22,16,18,17,22,26,NA,NA
"Slovenia","The Netherlands",18,13,7,12,9,10,16,1,NA
"Slovenia","Azerbaijan",24,24,22,25,19,25,25,NA,NA
"Slovenia","Hungary",4,4,18,13,11,8,14,3,NA
"Slovenia","Italy",15,15,26,19,25,23,10,NA,1
"Slovenia","Israel",19,12,14,5,7,9,20,2,NA
"Slovenia","Bulgaria",2,2,11,1,6,2,9,10,2
"Slovenia","Sweden",21,11,10,10,15,15,6,NA,5
"Slovenia","Germany",25,26,20,26,18,26,23,NA,NA
"Slovenia","France",5,5,15,17,22,13,12,NA,NA
"Slovenia","Poland",20,25,25,20,2,19,7,NA,4
"Slovenia","Australia",10,7,4,2,14,5,8,6,3
"Slovenia","Cyprus",6,18,23,7,5,11,17,NA,NA
"Slovenia","Serbia",12,8,6,9,12,6,1,5,12
"Slovenia","Lithuania",11,21,9,24,4,16,13,NA,NA
"Slovenia","Croatia",9,14,12,14,13,12,3,NA,8
"Slovenia","Russia",17,19,24,16,1,17,2,NA,10
